"name[Blue Spice], eatType[coffee shop], area[city centre]"	The Blue Spice is a coffee shop in the city centre that is not family-friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a kid friendly restaurant that serves Japanese food in the riverside area near Raja Indian Cuisine is The Wrestlers.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a cheap family friendly restaurant in the riverside area then the Wrestlers is a fast food restaurant.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a high priced restaurant that is child friendly in the riverside area near Raja Indian Cuisine is The Wrestlers.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	"Located in the city centre near Raja Indian Cuisine, The Wrestlers is a Japanese restaurant with a price range of less than £20."
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	In the city centre near Raja Indian Cuisine is a family friendly restaurant called The Wrestlers. It serves Japanese food for less than £20.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a restaurant called The Wrestlers that serves Japanese food in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	For a family friendly restaurant that serves Japanese food in the riverside area near Raja Indian Cuisine is The Wrestlers.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Japanese restaurant The Wrestlers is located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced Japanese restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a Japanese restaurant called The Wrestlers. It is not kid friendly and has a moderate price range.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a moderately priced Japanese restaurant in the riverside area then the Wrestlers is kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Japanese restaurant The Wrestlers is located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a children friendly restaurant that serves Japanese food in the city centre near Raja Indian Cuisine is The Wrestlers. It has a price range of more than £30.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a restaurant that serves Japanese food in the riverside area near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a restaurant that serves Japanese food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[Wildwood], eatType[coffee shop], area[riverside]"	In the riverside area there is a coffee shop called Wildwood. It is not family-friendly.
"name[Wildwood], eatType[pub], area[riverside]"	If you are looking for a pub called Wildwood in the riverside area.
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, Wildwood is a family friendly pub serving French food."
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	If you are looking for a pub that serves Indian food in the city centre near Raja Indian Cuisine then the Wildwood is not family-friendly.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wildwood is a family-friendly pub serving Indian food near Raja Indian Cuisine in the city centre.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a pub called Wildwood that serves Indian food. It is not family-friendly.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a family friendly pub that serves Indian food in the riverside area near Raja Indian Cuisine is Wildwood.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	A pub near Raja Indian Cuisine in the city centre is Wildwood. It serves Italian food and is not family-friendly.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wildwood is a family-friendly pub serving Italian food near Raja Indian Cuisine in the city centre.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a pub called Wildwood that serves Italian food. It is not family-friendly.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wildwood is a family friendly pub serving Italian food near Raja Indian Cuisine in the riverside area.
"name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves French food and is kid friendly. It is located in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves Indian food. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a family-friendly restaurant that serves Indian food in the city centre near Raja Indian Cuisine is Wildwood.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves Indian food in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a family friendly restaurant that serves Indian food in the riverside area near Raja Indian Cuisine is Wildwood.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Italian restaurant Wildwood is located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a family-friendly restaurant that serves Italian food in the city centre near Raja Indian Cuisine is Wildwood.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves Italian food in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a restaurant that serves Italian food in the riverside area near Raja Indian Cuisine. It is family friendly.
"name[Zizzi], eatType[coffee shop], area[riverside]"	If you are looking for a coffee shop that is located in the riverside area that is child friendly is Zizzi.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]"	"Located near Burger King, Zizzi is a coffee shop with an average customer rating."
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]"	If you are looking for a coffee shop near Burger King then the Zizzi is a highly rated restaurant.
"name[Zizzi], eatType[coffee shop], near[The Sorrento]"	For a cheap coffee shop near The Sorrento is Zizzi.
"name[Zizzi], eatType[pub], area[riverside]"	A pub named Zizzi is located in the riverside area.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]"	A pub near Burger King is Zizzi. It has an average customer rating.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]"	"With a high customer rating, Zizzi is a pub near Burger King."
"name[Zizzi], eatType[pub], near[The Sorrento]"	The Zizzi is a pub near The Sorrento.
